patrol_rank,spatial_cell_id,cell_lat,cell_lon,forecasted_count,severity_score,persistence_score,persistence_score.1,stability_class,priority_score,police_station,pred_lgbm,pred_rolling,pred_lag1,ranking_basis
124,CELL_2606_15517,13.03425586707317,77.5887052609756,95.3902823071792,1.048780487804878,1.0,0.4690337241757508,Volatile,0.029801,HEBBALA,81.45141153589597,109.0,82.0,April-2024-proxy (last observed window)
125,CELL_2595_15508,12.97822425099796,77.54311210136318,78.77547819979692,1.1666666666666667,1.0,0.5119006679479559,Persistent,0.029557,MAGADI ROAD,69.37739099898455,92.0,63.0,April-2024-proxy (last observed window)
126,CELL_2577_15528,12.886853168816073,77.64124596745953,94.6004384668328,1.0,1.0,0.3799418680365513,Volatile,0.029524,HULIMAVU,61.83552566749732,81.66666666666667,138.0,April-2024-proxy (last observed window)
127,CELL_2605_15508,13.027653120481926,77.54257735903614,78.49094568087718,1.1987951807228916,1.0,0.6379618742939297,Persistent,0.029468,YESHWANTHPURA,72.12139507105253,78.33333333333333,83.0,April-2024-proxy (last observed window)
128,CELL_2582_15525,12.912292747222224,77.62586138472221,78.47664384444151,1.0555555555555556,1.0,0.629593430159822,Persistent,0.029379,HSR LAYOUT,54.38321922220759,92.0,72.0,April-2024-proxy (last observed window)
129,CELL_2589_15514,12.945979847146086,77.5713826978723,92.88278244881025,1.2388059701492538,1.0,0.2722005243088716,Volatile,0.029123,BASAVANAGUDI,88.91391224405125,110.0,67.0,April-2024-proxy (last observed window)
130,CELL_2614_15518,13.071662168571429,77.59204346571428,74.13111369553008,1.0571428571428572,1.0,0.6014476268536029,Persistent,0.027739,KODIGEHALLI,63.15556847765037,81.0,70.0,April-2024-proxy (last observed window)
131,CELL_2592_15529,12.96070905,77.64782604102564,72.82356445051681,1.044871794871795,1.0,0.6098172032246869,Persistent,0.027238,JEEVANBHEEMANAGAR,52.95115558591737,77.66666666666667,78.0,April-2024-proxy (last observed window)
132,CELL_2612_15518,13.06347067356322,77.59102796551724,72.54807648720559,1.0344827586206895,1.0,0.5319445349455398,Persistent,0.027129,KODIGEHALLI,74.74038243602797,63.0,87.0,April-2024-proxy (last observed window)
133,CELL_2589_15519,12.947672073770493,77.59704280491803,86.39876331140967,1.024590163934426,1.0,0.0859243938899395,Volatile,0.026959,WILSON GARDEN,80.66048322371499,67.33333333333333,122.0,April-2024-proxy (last observed window)
134,CELL_2597_15546,12.986664489705882,77.73396194705883,83.74617825746938,2.022058823529412,1.0,0.0,Volatile,0.026646,WHITEFIELD,66.73089128734685,100.0,68.0,April-2024-proxy (last observed window)
135,CELL_2603_15506,13.018015961702128,77.53175697872341,82.22595866879652,2.2872340425531914,1.0,0.385424183635648,Volatile,0.026294,RAJAJINAGAR,63.96312667731589,110.66666666666669,47.0,April-2024-proxy (last observed window)
136,CELL_2596_15510,12.9830471,77.553665292,83.70943584077703,1.24,1.0,0.4631929504492766,Volatile,0.026226,RAJAJINAGAR,86.88051253721846,87.66666666666667,75.0,April-2024-proxy (last observed window)
137,CELL_2594_15514,12.973665684042553,77.5741115787234,81.94899114405855,1.3351063829787233,1.0,0.344315244428477,Volatile,0.025718,UPPARPET,64.5782890536261,81.66666666666667,94.0,April-2024-proxy (last observed window)
138,CELL_2577_15512,12.88849165254699,77.56245391577421,68.41130533298211,1.0384615384615383,1.0,0.5288812160534695,Persistent,0.025569,THALAGATTAPURA,50.889859998243885,69.66666666666667,78.0,April-2024-proxy (last observed window)
139,CELL_2582_15526,12.912782317241378,77.63366845517243,68.19403530545222,1.0,1.0,0.5036780412420001,Persistent,0.025467,HSR LAYOUT,59.13684319392775,95.33333333333331,29.0,April-2024-proxy (last observed window)
140,CELL_2576_15528,12.884156681427148,77.64187035573333,67.13936715196456,1.0,1.0,0.5450017686736179,Persistent,0.025069,HULIMAVU,70.69683575982283,61.0,75.0,April-2024-proxy (last observed window)
141,CELL_2586_15521,12.931065286046511,77.60875497906977,78.31919322240432,1.4186046511627908,1.0,0.4349739120999868,Volatile,0.02461,MICO LAYOUT,92.92929944535496,93.66666666666669,43.0,April-2024-proxy (last observed window)
142,CELL_2611_15518,13.05842566170213,77.59219639999999,65.11171670901751,1.297872340425532,1.0,0.5489671761908413,Persistent,0.024449,KODIGEHALLI,53.391916878420886,80.66666666666667,47.0,April-2024-proxy (last observed window)
143,CELL_2591_15516,12.9576291172043,77.5815308795699,78.14797582900201,1.0913978494623655,1.0,0.3670193283557461,Volatile,0.024396,CITY MARKET,75.40654581167668,70.33333333333333,93.0,April-2024-proxy (last observed window)
144,CELL_2596_15512,12.982370063548387,77.56237751396198,64.51251195985292,1.1451612903225807,1.0,0.8129321194743173,Persistent,0.024148,MAGADI ROAD,47.06255979926463,73.0,62.0,April-2024-proxy (last observed window)
145,CELL_2575_15529,12.87612098,77.64776783733333,64.41432141820857,1.0,1.0,0.5246940160561351,Persistent,0.024041,HULIMAVU,57.90494042437624,60.66666666666666,75.0,April-2024-proxy (last observed window)
146,CELL_2597_15520,12.988453707142858,77.60264090612246,76.88271915677299,1.1020408163265305,1.0,0.4870577142598088,Volatile,0.024003,SHIVAJINAGAR,64.08026245053166,69.33333333333333,98.0,April-2024-proxy (last observed window)
147,CELL_2618_15518,13.09395686875,77.59425824374999,75.9051098175331,1.0,1.0,0.0,Volatile,0.023647,YELAHANKA,91.69221575433215,86.33333333333333,48.0,April-2024-proxy (last observed window)
148,CELL_2609_15501,13.045760343037974,77.50753951898734,63.08491468841269,1.0886075949367089,1.0,0.6769544006582301,Persistent,0.023582,CHIKKABANAVARA,59.42457344206341,55.0,79.0,April-2024-proxy (last observed window)
149,CELL_2605_15517,13.027600183928572,77.5860999267857,62.39183697729111,1.0714285714285714,1.0,0.5409553269034446,Persistent,0.023312,R.T. NAGAR,42.12585155312223,74.33333333333333,56.0,April-2024-proxy (last observed window)
150,CELL_2595_15522,12.979385250943396,77.61383418679246,62.19547719886069,1.018867924528302,1.0,0.6912470191148885,Persistent,0.023213,SHIVAJINAGAR,48.97738599430344,73.0,53.0,April-2024-proxy (last observed window)
151,CELL_2585_15523,12.926213963636364,77.61842020545454,74.12980572697346,1.018181818181818,1.0,0.3068584062280655,Volatile,0.023097,MADIWALA,58.14902863486728,92.0,55.0,April-2024-proxy (last observed window)
152,CELL_2586_15522,12.93365827142857,77.6124833632653,71.7487717676826,1.846938775510204,1.0,0.377444575099668,Volatile,0.022719,ADUGODI,46.74385883841302,66.0,98.0,April-2024-proxy (last observed window)
153,CELL_2592_15511,12.962820204444446,77.55676003333333,70.61534605599434,2.311111111111111,1.0,0.3354596683256083,Volatile,0.02256,MAGADI ROAD,68.07673027997168,87.0,45.0,April-2024-proxy (last observed window)
154,CELL_2605_15515,13.027273684615386,77.57718959384616,71.57364671013117,1.123076923076923,1.0,0.2998124952978984,Volatile,0.02234,SADASHIVANAGAR,59.534900217322544,80.33333333333333,65.0,April-2024-proxy (last observed window)
155,CELL_2584_15533,12.92136159053445,77.66675498907038,70.70434371346911,1.077922077922078,1.0,0.459028021011848,Volatile,0.022046,BELLANDUR,62.1883852340122,70.33333333333333,77.0,April-2024-proxy (last observed window)
156,CELL_2583_15534,12.91699096142857,77.67273497428572,58.27610777902574,1.25,1.0,0.7240441727647,Persistent,0.021835,BELLANDUR,58.88053889512872,51.0,70.0,April-2024-proxy (last observed window)
157,CELL_2595_15518,12.977409150684933,77.59106230684932,56.73071199377376,1.3013698630136987,1.0,0.5866915375780465,Persistent,0.02127,CUBBON PARK,55.82022663553549,47.333333333333336,73.0,April-2024-proxy (last observed window)
158,CELL_2636_15536,13.183817628571427,77.68212808571428,67.93049513158896,1.0158730158730158,1.0,0.3622608034054734,Volatile,0.021147,CHIKKAJALA,46.81914232461149,79.33333333333333,63.0,April-2024-proxy (last observed window)
159,CELL_2595_15527,12.978151553333332,77.63877397,64.69520981282137,3.1222222222222222,1.0,0.2267237535163512,Volatile,0.020977,JEEVANBHEEMANAGAR,45.14271573077352,57.333333333333336,90.0,April-2024-proxy (last observed window)
160,CELL_2588_15513,12.941640557039904,77.5670990385082,66.90912561519188,1.0632911392405062,1.0,0.1294465980736923,Volatile,0.020845,BASAVANAGUDI,47.71229474262609,67.33333333333333,79.0,April-2024-proxy (last observed window)
161,CELL_2592_15508,12.964341509090907,77.54166084545454,55.85462046054478,1.0,1.0,0.5806297160760208,Persistent,0.020812,VIJAYANAGARA,64.93976896939056,59.333333333333336,44.0,April-2024-proxy (last observed window)
162,CELL_2587_15522,12.935768385542168,77.61259061927711,65.56426588847737,1.4096385542168677,1.0,0.329961114256506,Volatile,0.020563,ADUGODI,72.48799610905347,52.333333333333336,83.0,April-2024-proxy (last observed window)
163,CELL_2595_15525,12.978069514705885,77.62820258823528,50.31610299681649,5.264705882352941,1.0,0.5328951057326409,Persistent,0.02032,HALASUR,47.24718165074911,61.333333333333336,34.0,April-2024-proxy (last observed window)
164,CELL_2582_15514,12.911375313541669,77.57329210833333,64.97691883554101,1.0625,1.0,0.2657280122892519,Volatile,0.020237,J.P. NAGAR,61.71792751103842,47.66666666666666,96.0,April-2024-proxy (last observed window)
165,CELL_2592_15527,12.961131218333332,77.63699344,53.49433241559066,1.0833333333333333,1.0,0.6948291831070834,Persistent,0.019955,HALASUR,49.9716620779533,51.0,60.0,April-2024-proxy (last observed window)
166,CELL_2598_15507,12.99174101234568,77.53836417037037,63.56514936791408,1.271604938271605,1.0,0.0,Volatile,0.019875,VIJAYANAGARA,52.15908017290373,57.66666666666666,81.0,April-2024-proxy (last observed window)
167,CELL_2595_15539,12.979034173469389,77.69547827755102,60.81268768908646,3.4081632653061225,1.0,0.3931542875244153,Volatile,0.019813,MAHADEVAPURA,48.89677177876564,72.66666666666667,49.0,April-2024-proxy (last observed window)
168,CELL_2597_15518,12.987185195161292,77.59282452096775,52.84045770891577,1.0403225806451613,1.0,0.6875791654122096,Persistent,0.019691,HIGH GROUND,41.20228854457889,52.0,62.0,April-2024-proxy (last observed window)
169,CELL_2598_15522,12.992269418604652,77.61165019069767,62.49483910710796,1.0465116279069768,1.0,0.3894089166734581,Volatile,0.019449,PULIKESHINAGAR(F.TOWN),67.97419553553979,72.0,43.0,April-2024-proxy (last observed window)
170,CELL_2595_15510,12.977623250943395,77.55347390377358,51.20434605821245,1.0849056603773586,1.0,0.6114495674173958,Persistent,0.019091,MAGADI ROAD,48.18839695772891,51.333333333333336,53.0,April-2024-proxy (last observed window)
171,CELL_2597_15500,12.989427677941178,77.50100085882353,58.469741183153616,1.213235294117647,1.0,0.425028604830503,Volatile,0.018243,KAMAKSHIPALYA,45.3487059157681,58.0,68.0,April-2024-proxy (last observed window)
172,CELL_2598_15518,12.992011282051282,77.59402468461539,58.257739982759816,1.0,1.0,0.4429743404652276,Volatile,0.018099,HIGH GROUND,79.45536658046575,61.333333333333336,39.0,April-2024-proxy (last observed window)
173,CELL_2590_15540,12.952258216149255,77.70012339426552,56.24319808770685,2.740740740740741,1.0,0.4112925170998297,Volatile,0.018074,HAL OLD AIRPORT,48.54932377186756,60.66666666666666,54.0,April-2024-proxy (last observed window)
174,CELL_2594_15528,12.970278748484848,77.64288219242424,56.003976807479695,1.6590909090909092,1.0,0.4892007637754008,Volatile,0.01762,JEEVANBHEEMANAGAR,35.18655070406513,58.333333333333336,66.0,April-2024-proxy (last observed window)
175,CELL_2600_15513,13.000931226923075,77.56937255384615,46.97927717264657,1.0769230769230769,1.0,0.5445393052694399,Persistent,0.017491,MALLESHWARAM,32.563052529899544,65.33333333333333,26.0,April-2024-proxy (last observed window)
176,CELL_2598_15521,12.992903174074074,77.60786127407408,54.84580467633921,1.9259259259259256,1.0,0.24826828003123,Volatile,0.017342,PULIKESHINAGAR(F.TOWN),42.06235671502938,76.66666666666667,27.0,April-2024-proxy (last observed window)
177,CELL_2604_15516,13.02287791707317,77.58455389512196,46.04001803070419,1.329268292682927,1.0,0.5957153078222857,Persistent,0.017223,R.T. NAGAR,31.20009015352096,55.0,41.0,April-2024-proxy (last observed window)
178,CELL_2587_15515,12.938075476789008,77.57721383974265,54.152508621655805,1.032258064516129,1.0,0.0,Volatile,0.016819,BASAVANAGUDI,47.76254310827905,52.0,62.0,April-2024-proxy (last observed window)
179,CELL_2582_15517,12.912749114492756,77.58622013913043,53.80551011160144,1.1594202898550725,1.0,0.2143125474153676,Volatile,0.016753,J.P. NAGAR,47.19421722467386,47.333333333333336,69.0,April-2024-proxy (last observed window)
180,CELL_2591_15514,12.9581777703125,77.57260883125,52.32852885410149,1.234375,1.0,0.0,Volatile,0.016311,V.V.PURAM (C.PET),48.97597760384079,46.66666666666666,64.0,April-2024-proxy (last observed window)
181,CELL_2584_15523,12.924523816718938,77.61854425499999,51.50284045268131,1.0769230769230769,1.0,0.0780968152557514,Volatile,0.016,MADIWALA,40.18086893007324,71.33333333333333,26.0,April-2024-proxy (last observed window)
182,CELL_2601_15505,13.0075974125,77.52676509166666,50.25885887901086,2.1666666666666665,1.0,0.4874442541342716,Volatile,0.015948,RAJAJINAGAR,26.960961061720987,75.33333333333333,24.0,April-2024-proxy (last observed window)
183,CELL_2568_15535,12.840329253846154,77.67684993076924,49.48244858644857,2.9615384615384617,1.0,0.1251203511339402,Volatile,0.015942,ELECTRONIC CITY,15.412242932242869,85.0,13.0,April-2024-proxy (last observed window)
184,CELL_2592_15517,12.96194535,77.58778709761904,50.90859826688381,1.3095238095238095,1.0,0.4043988100730005,Volatile,0.015887,HALASURU GATE,44.8763246677524,58.66666666666666,42.0,April-2024-proxy (last observed window)
185,CELL_2584_15524,12.921769691795694,77.6219940176544,50.755910096598846,1.23125,1.0,0.0,Volatile,0.015814,MADIWALA,41.27955048299423,37.0,80.0,April-2024-proxy (last observed window)
186,CELL_2592_15502,12.961049411538465,77.51156221538461,50.30047245801053,1.3269230769230769,1.0,0.4831357284169298,Volatile,0.0157,JNANABHARATHI,29.16902895671934,73.33333333333333,26.0,April-2024-proxy (last observed window)
187,CELL_2581_15526,12.9063404,77.63083893529412,50.342851938083214,1.0,1.0,0.2113259903281568,Volatile,0.015611,HSR LAYOUT,27.047593023749386,79.66666666666667,17.0,April-2024-proxy (last observed window)
188,CELL_2585_15538,12.927649370731707,77.69474812195122,48.45326592399083,2.951219512195122,1.0,0.4779661937337934,Volatile,0.015603,BELLANDUR,45.76632961995413,54.0,41.0,April-2024-proxy (last observed window)
189,CELL_2586_15523,12.934422241860466,77.61644125581395,41.85439449179074,1.0,1.0,0.672269306583275,Persistent,0.015531,ADUGODI,42.27197245895373,41.0,43.0,April-2024-proxy (last observed window)
190,CELL_2602_15539,13.010609169565216,77.69773913260869,49.19243549301722,1.673913043478261,1.0,0.4081189593070814,Volatile,0.015455,K.R. PURA,40.29551079841943,54.66666666666666,46.0,April-2024-proxy (last observed window)
191,CELL_2598_15520,12.990918651923076,77.60138720384614,48.17743167871309,1.0384615384615383,1.0,0.2050483443852783,Volatile,0.014942,SHIVAJINAGAR,44.55382506023211,47.333333333333336,52.0,April-2024-proxy (last observed window)
192,CELL_2598_15523,12.994517342,77.61566753999999,39.39660297942541,2.09,1.0,0.6285218161221555,Persistent,0.014922,PULIKESHINAGAR(F.TOWN),37.81634823046038,33.666666666666664,50.0,April-2024-proxy (last observed window)
193,CELL_2597_15523,12.987610266666666,77.61844256666666,39.6041141946167,1.238095238095238,1.0,0.6948905034579871,Persistent,0.014752,PULIKESHINAGAR(F.TOWN),45.85390430641686,35.666666666666664,42.0,April-2024-proxy (last observed window)
194,CELL_2594_15518,12.9713134125,77.593370340625,47.05385743942702,1.4375,1.0,0.4789314197018197,Volatile,0.014705,HALASURU GATE,44.269287197135085,38.0,64.0,April-2024-proxy (last observed window)
195,CELL_2585_15526,12.927071864788733,77.63342198309859,46.32692300805487,1.8028169014084507,1.0,0.4705783017352115,Volatile,0.014579,ADUGODI,29.301281706941005,38.333333333333336,71.0,April-2024-proxy (last observed window)
196,CELL_2610_15510,13.051018404545454,77.55263526136365,38.4169885590823,1.7954545454545454,1.0,0.7467217040394765,Persistent,0.014461,JALAHALLI,26.918276128744854,39.66666666666666,44.0,April-2024-proxy (last observed window)
197,CELL_2602_15509,13.010872931578948,77.54908930789473,38.68356388750224,1.0263157894736843,1.0,0.6106226633574514,Persistent,0.014342,MALLESHWARAM,34.751152770844506,40.66666666666666,38.0,April-2024-proxy (last observed window)
198,CELL_2587_15517,12.937530937931037,77.5851137586207,45.00995948426631,1.0,1.0,0.4713092691479367,Volatile,0.013934,WILSON GARDEN,54.04979742133153,51.0,29.0,April-2024-proxy (last observed window)
199,CELL_2591_15513,12.957109857575755,77.56828673030303,44.30267558258162,1.4848484848484849,1.0,0.2000826488973742,Volatile,0.013845,V.V.PURAM (C.PET),45.84671124624143,30.666666666666668,66.0,April-2024-proxy (last observed window)
200,CELL_2593_15531,12.9668149721519,77.65829778227848,42.584267073065554,2.550632911392405,0.6666666666666666,0.0,Volatile,0.01358,JEEVANBHEEMANAGAR,22.754668698661124,28.666666666666668,79.0,April-2024-proxy (last observed window)
201,CELL_2610_15518,13.051292573809524,77.5929919047619,43.15617558963005,1.0952380952380951,1.0,0.4505740390403063,Volatile,0.013377,KODIGEHALLI,33.61421128148361,47.66666666666666,42.0,April-2024-proxy (last observed window)
202,CELL_2597_15515,12.988238969444446,77.57696616666667,35.81245670922413,1.0,1.0,0.5819270153990632,Persistent,0.013252,SHESHADRIPURAM,39.228950212787296,34.333333333333336,36.0,April-2024-proxy (last observed window)
203,CELL_2592_15540,12.960806554216598,77.70161360573026,40.189380963300366,1.7428571428571429,1.0,0.4678880083772133,Volatile,0.012604,HAL OLD AIRPORT,35.946904816501835,45.0,35.0,April-2024-proxy (last observed window)
204,CELL_2595_15520,12.97832526744186,77.6025408627907,40.5221054097823,1.0930232558139534,1.0,0.3773855416096362,Volatile,0.012547,SHIVAJINAGAR,39.777193715578136,39.333333333333336,43.0,April-2024-proxy (last observed window)
205,CELL_2599_15534,12.998743465139254,77.67291826618185,32.901379034223915,1.8823529411764703,1.0,0.7879783648367099,Persistent,0.012368,BANASWADI,32.673561837786224,32.333333333333336,34.0,April-2024-proxy (last observed window)
206,CELL_2586_15539,12.931953848275862,77.69571242068966,31.912101089956145,3.4827586206896552,1.0,0.5156255051455534,Persistent,0.012365,HAL OLD AIRPORT,32.72717211644739,33.333333333333336,29.0,April-2024-proxy (last observed window)
207,CELL_2592_15512,12.960926891935484,77.56153248064517,39.84389929237965,1.217741935483871,1.0,0.1019914333957899,Volatile,0.012364,CHAMARAJPET,40.38616312856493,26.33333333333333,62.0,April-2024-proxy (last observed window)
208,CELL_2599_15523,12.997334023076922,77.6180887102564,39.581408487008176,1.3076923076923077,1.0,0.4982909962546046,Volatile,0.012303,PULIKESHINAGAR(F.TOWN),34.407042435040864,42.0,39.0,April-2024-proxy (last observed window)
209,CELL_2597_15509,12.98746233548387,77.54962878709678,39.20945953901485,1.1935483870967742,1.0,0.4714546009782594,Volatile,0.012158,VIJAYANAGARA,42.88063102840756,42.66666666666666,31.0,April-2024-proxy (last observed window)
210,CELL_2599_15524,12.9989532,77.62393617241379,39.30030028124129,1.0,0.8666666666666667,0.0,Volatile,0.01214,PULIKESHINAGAR(F.TOWN),32.16816807287314,48.333333333333336,29.0,April-2024-proxy (last observed window)
211,CELL_2599_15511,12.998250988333332,77.55739157666667,38.84085456019964,1.0,1.0,0.3094591545829945,Volatile,0.011995,MALLESHWARAM,30.87093946766487,29.33333333333333,60.0,April-2024-proxy (last observed window)
212,CELL_2592_15546,12.963370231578947,77.73305184473683,36.63311378199459,3.3157894736842106,0.9333333333333332,0.0,Volatile,0.011824,WHITEFIELD,21.99890224330626,41.66666666666666,38.0,April-2024-proxy (last observed window)
213,CELL_2582_15521,12.913789182926829,77.60767663658537,37.896939146650304,1.048780487804878,1.0,0.0008967535542424,Volatile,0.01171,MICO LAYOUT,37.15136239991817,36.333333333333336,41.0,April-2024-proxy (last observed window)
214,CELL_2594_15501,12.972300314705883,77.50800321764706,31.027567280481016,1.7058823529411764,1.0,0.5529079151640968,Persistent,0.011608,JNANABHARATHI,19.97116973573842,33.666666666666664,34.0,April-2024-proxy (last observed window)
215,CELL_2597_15516,12.986890590625,77.580407384375,37.24009252384101,1.40625,1.0,0.2511466315806961,Volatile,0.011585,HIGH GROUND,44.033795952538426,37.66666666666666,32.0,April-2024-proxy (last observed window)
216,CELL_2595_15538,12.979183034042554,77.69467203191489,33.66709815412703,5.882978723404255,1.0,0.4801049541246216,Volatile,0.011381,MAHADEVAPURA,23.66882410396849,29.666666666666668,47.0,April-2024-proxy (last observed window)
217,CELL_2605_15507,13.02926989032258,77.53847691935484,30.36425599284042,1.6612903225806452,1.0,0.5097198660138496,Persistent,0.011344,YESHWANTHPURA,38.65461329753543,26.666666666666668,31.0,April-2024-proxy (last observed window)
218,CELL_2604_15527,13.022479207142856,77.63845583571428,30.665720233490315,1.0,1.0,0.5454760732370627,Persistent,0.01131,BANASWADI,28.16193450078492,41.66666666666666,14.0,April-2024-proxy (last observed window)
219,CELL_2583_15516,12.919346662857144,77.58239325714287,30.41006457892402,1.2285714285714286,1.0,0.7275032862998017,Persistent,0.011265,JAYANAGARA,38.71698956128677,24.33333333333333,35.0,April-2024-proxy (last observed window)
220,CELL_2583_15515,12.917485793103449,77.57801981034483,30.40379886158076,1.206896551724138,1.0,0.5151286881698229,Persistent,0.011258,JAYANAGARA,40.18566097457044,27.33333333333333,29.0,April-2024-proxy (last observed window)
221,CELL_2589_15515,12.948526531707316,77.57826435853659,36.12198639223512,1.0,1.0,0.4554055919658102,Volatile,0.01114,V.V.PURAM (C.PET),51.60993196117558,27.0,41.0,April-2024-proxy (last observed window)
222,CELL_2603_15510,13.017874814285715,77.55242276428571,29.871466372843805,1.4285714285714286,1.0,0.5566854640576537,Persistent,0.011105,YESHWANTHPURA,38.19066519755235,27.666666666666668,28.0,April-2024-proxy (last observed window)
223,CELL_2587_15525,12.937831570509678,77.62645219136927,35.877107832139984,1.0606060606060606,1.0,0.3352550892373998,Volatile,0.011077,ADUGODI,34.885539160699935,38.0,33.0,April-2024-proxy (last observed window)
224,CELL_2590_15518,12.952870104166664,77.59226712499999,35.752977878260694,1.0833333333333333,1.0,0.4742693310957299,Volatile,0.011043,WILSON GARDEN,31.931556057970152,44.333333333333336,24.0,April-2024-proxy (last observed window)
225,CELL_2584_15516,12.922181590029288,77.58216271201808,35.679872111369235,1.1511627906976745,1.0,0.0,Volatile,0.011035,JAYANAGARA,45.566027223512826,27.33333333333333,43.0,April-2024-proxy (last observed window)
226,CELL_2590_15517,12.954558632142858,77.58565837857144,35.65775049556458,1.0,1.0,0.4870095715439712,Volatile,0.010994,WILSON GARDEN,37.12208581115622,39.66666666666666,28.0,April-2024-proxy (last observed window)
227,CELL_2590_15521,12.95153231764706,77.60748918823529,35.47126620425296,1.088235294117647,0.8666666666666667,0.0,Volatile,0.010955,ASHOK NAGAR,28.02299768793147,39.333333333333336,34.0,April-2024-proxy (last observed window)
228,CELL_2593_15518,12.967799993333331,77.59266200333333,35.29578326098492,1.0,1.0,0.1653104295738762,Volatile,0.010881,HALASURU GATE,33.97891630492459,39.0,30.0,April-2024-proxy (last observed window)
229,CELL_2609_15550,13.045917785185184,77.7503258925926,29.17483213385304,1.3333333333333333,1.0,0.5504682612169745,Persistent,0.010819,K.R. PURA,23.707494002598512,32.666666666666664,27.0,April-2024-proxy (last observed window)
230,CELL_2574_15530,12.870645762857142,77.65325012571428,34.97600316439231,1.0285714285714285,1.0,0.0010053721629664,Volatile,0.010786,ELECTRONIC CITY,24.046682488628203,39.333333333333336,35.0,April-2024-proxy (last observed window)
231,CELL_2589_15517,12.946190449180328,77.58787740983607,34.70090887960602,1.0,1.0,0.1394319523722487,Volatile,0.010694,WILSON GARDEN,27.00454439803009,22.0,61.0,April-2024-proxy (last observed window)
232,CELL_2608_15503,13.040496853846154,77.51861949230769,28.519653463186927,1.8269230769230769,1.0,0.5691852211185364,Persistent,0.010674,CHIKKABANAVARA,32.76493398260131,28.33333333333333,26.0,April-2024-proxy (last observed window)
233,CELL_2624_15526,13.122023571304346,77.63095099782609,33.810547056359646,2.217391304347826,1.0,0.4077523367942913,Volatile,0.010667,CHIKKAJALA,17.052735281798224,47.0,23.0,April-2024-proxy (last observed window)
234,CELL_2587_15520,12.936896925,77.60173033,27.967739925457803,2.25,1.0,0.6099072536393763,Persistent,0.01055,MICO LAYOUT,27.33869962728901,33.0,20.0,April-2024-proxy (last observed window)
235,CELL_2580_15535,12.902189070967742,77.67570309354838,33.96306652585564,1.064516129032258,1.0,0.4560837607257341,Volatile,0.010475,BELLANDUR,26.648665962611524,38.66666666666666,31.0,April-2024-proxy (last observed window)
236,CELL_2576_15519,12.882077078200782,77.59605077183757,33.72100079777619,1.0344827586206895,1.0,0.0,Volatile,0.010393,J.P. NAGAR,21.77167065554764,41.333333333333336,29.0,April-2024-proxy (last observed window)
237,CELL_2609_15518,13.048801645,77.59276650000001,33.293865769447144,1.0,1.0,0.107075563338769,Volatile,0.010251,HEBBALA,26.46932884723572,44.0,20.0,April-2024-proxy (last observed window)
238,CELL_2588_15505,12.94344709142857,77.52664254857143,32.99605202543837,1.3714285714285714,1.0,0.4401102229009712,Volatile,0.010233,BYATARAYANAPURA,35.81359346052515,30.666666666666668,35.0,April-2024-proxy (last observed window)
239,CELL_2597_15503,12.987333501802295,77.51928182874116,32.77487914708907,1.0,1.0,0.4188328486777543,Volatile,0.010088,KAMAKSHIPALYA,21.207729068778683,42.66666666666666,24.0,April-2024-proxy (last observed window)
240,CELL_2588_15524,12.941296220000002,77.62124924,27.144156478258225,1.15,1.0,0.6425526114908986,Persistent,0.010012,ADUGODI,27.3874490579578,31.33333333333333,20.0,April-2024-proxy (last observed window)
241,CELL_2585_15510,12.926649741304349,77.55085684347827,31.85761362423807,2.065217391304348,1.0,0.0,Volatile,0.010009,BANASHANKARI,23.62140145452368,26.666666666666668,46.0,April-2024-proxy (last observed window)
242,CELL_2587_15518,12.938133163888889,77.59264482222221,31.35179881004332,1.0,1.0,0.4869393181936465,Volatile,0.009641,WILSON GARDEN,39.42566071688327,25.33333333333333,36.0,April-2024-proxy (last observed window)
243,CELL_2594_15513,12.97325092,77.56685718571428,30.892071585081027,1.1,1.0,0.4690155892642003,Volatile,0.009515,MAGADI ROAD,38.62702459207182,25.33333333333333,35.0,April-2024-proxy (last observed window)
244,CELL_2595_15517,12.97718154,77.58905987333334,30.37084286292582,1.933333333333333,1.0,0.3254102708491232,Volatile,0.009507,CUBBON PARK,35.18754764796242,28.666666666666668,30.0,April-2024-proxy (last observed window)
245,CELL_2574_15531,12.8706167,77.65657837307693,30.331418842649924,1.0769230769230769,1.0,0.3941462028431184,Volatile,0.009334,ELECTRONIC CITY,18.49042754658296,37.66666666666666,26.0,April-2024-proxy (last observed window)
246,CELL_2577_15527,12.889157662509792,77.63956644827157,24.618100076498823,1.0,1.0,0.5495422186522889,Persistent,0.009029,HSR LAYOUT,22.25716704916079,25.33333333333333,25.0,April-2024-proxy (last observed window)
247,CELL_2593_15540,12.968923159901706,77.7010090082162,28.624728133922183,2.305555555555556,1.0,0.2300003842312493,Volatile,0.009013,HAL OLD AIRPORT,19.456974002944275,38.66666666666666,18.0,April-2024-proxy (last observed window)
248,CELL_2599_15537,12.998602006666664,77.68836458666667,28.697361090722225,1.933333333333333,1.0,0.3939360309116956,Volatile,0.008971,MAHADEVAPURA,28.486805453611115,28.0,30.0,April-2024-proxy (last observed window)
249,CELL_2609_15514,13.047230354545457,77.57384395,28.9689007468795,1.0,1.0,0.3245781319517777,Volatile,0.008892,KODIGEHALLI,15.177837067730833,38.66666666666666,22.0,April-2024-proxy (last observed window)
